date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:43:00	4078/4078	---MCZ	200	added ('OK')	text/css	etag:%22677fb3bd-fee%22	https://cdn.bolvo.com/eltron/assets/css/lightbox.css	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/css/lightbox.css	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:00	109341/109341	---MCZ	200	added ('OK')	text/css	etag:%22677f9b92-1ab1d%22	https://cdn.bolvo.com/eltron/assets/css/style.css	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/css/style.css	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:00	4375/4375	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Dec%202024%2007:21:52%20GMT	https://cdn.bolvo.com/eltron/assets/img/logo/logo1.png	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/img/logo/logo1.png	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:00	95250/95250	---MCZ	200	added ('OK')	text/html	etag:%22678f3a64-17412%22	https://cdn.bolvo.com/eltron/index.html	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/index.html	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:01	82505/82505	---MCZ	200	added ('OK')	text/html	etag:%22678f3a65-14249%22	https://cdn.bolvo.com/eltron/index-2.html	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/index-2.html	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:01	66015/66015	---MCZ	200	added ('OK')	text/html	etag:%22678f3a64-101df%22	https://cdn.bolvo.com/eltron/about.html	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/about.html	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:02	69207/69207	---MCZ	200	added ('OK')	text/html	etag:%226785c6f3-10e57%22	https://cdn.bolvo.com/eltron/service.html	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/service.html	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:02	27441/27441	---MCZ	200	added ('OK')	text/html	etag:%226785c6f3-6b31%22	https://cdn.bolvo.com/eltron/service-single.html	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/service-single.html	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:02	26536/26536	---MCZ	200	added ('OK')	text/html	etag:%22678f3a64-67a8%22	https://cdn.bolvo.com/eltron/blog.html	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/blog.html	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:03	24940/24940	---MCZ	200	added ('OK')	text/html	etag:%22678f3a64-616c%22	https://cdn.bolvo.com/eltron/blog-single.html	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/blog-single.html	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:03	400890/400890	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Dec%202024%2008:21:43%20GMT	https://cdn.bolvo.com/eltron/assets/img/slider/sm1.jpg	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/img/slider/sm1.jpg	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:03	17984/17984	---MCZ	200	added ('OK')	text/html	etag:%22678f3a64-4640%22	https://cdn.bolvo.com/eltron/contact.html	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/contact.html	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:04	640/640	---MCZ	200	added ('OK')	image/svg+xml	etag:%22676eeeb9-280%22	https://cdn.bolvo.com/eltron/assets/icon/icon5.svg	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/icon/icon5.svg	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:04	907026/907026	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Jan%202025%2021:41:11%20GMT	https://cdn.bolvo.com/eltron/assets/img/slider/sm2.jpg	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/img/slider/sm2.jpg	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:04	122968/122968	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Jan%202025%2000:51:34%20GMT	https://cdn.bolvo.com/eltron/assets/img/about/ab1.jpg	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/img/about/ab1.jpg	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:04	112798/112798	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Dec%202024%2022:42:15%20GMT	https://cdn.bolvo.com/eltron/assets/img/about/ab2.jpg	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/img/about/ab2.jpg	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:04	31994/31994	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Dec%202024%2022:42:15%20GMT	https://cdn.bolvo.com/eltron/assets/img/about/ab3.jpg	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/img/about/ab3.jpg	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:04	342575/342575	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jan%202025%2019:17:51%20GMT	https://cdn.bolvo.com/eltron/assets/img/background/ft-bg.jpg	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/img/background/ft-bg.jpg	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:05	222374/222374	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jan%202025%2002:20:37%20GMT	https://cdn.bolvo.com/eltron/assets/img/service/ser1.jpg	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/img/service/ser1.jpg	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:05	182319/182319	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jan%202025%2013:12:50%20GMT	https://cdn.bolvo.com/eltron/assets/img/service/ser2.jpg	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/img/service/ser2.jpg	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:05	298957/298957	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jan%202025%2002:20:37%20GMT	https://cdn.bolvo.com/eltron/assets/img/service/ser3.jpg	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/img/service/ser3.jpg	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:05	172578/172578	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jan%202025%2002:20:37%20GMT	https://cdn.bolvo.com/eltron/assets/img/service/ser4.jpg	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/img/service/ser4.jpg	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:06	57830/57830	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Dec%202024%2005:53:43%20GMT	https://cdn.bolvo.com/eltron/assets/img/advantage/avd1.jpg	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/img/advantage/avd1.jpg	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:06	50395/50395	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Dec%202024%2017:33:02%20GMT	https://cdn.bolvo.com/eltron/assets/img/advantage/avd2.jpg	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/img/advantage/avd2.jpg	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:06	57115/57115	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Jan%202025%2008:14:04%20GMT	https://cdn.bolvo.com/eltron/assets/img/advantage/avd3.jpg	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/img/advantage/avd3.jpg	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:06	46817/46817	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Dec%202024%2017:33:02%20GMT	https://cdn.bolvo.com/eltron/assets/img/advantage/avd4.jpg	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/img/advantage/avd4.jpg	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:06	123727/123727	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Dec%202024%2010:48:25%20GMT	https://cdn.bolvo.com/eltron/assets/img/project/pr1.jpg	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/img/project/pr1.jpg	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:07	142109/142109	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Dec%202024%2010:48:25%20GMT	https://cdn.bolvo.com/eltron/assets/img/project/pr2.jpg	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/img/project/pr2.jpg	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:07	123672/123672	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Dec%202024%2020:16:20%20GMT	https://cdn.bolvo.com/eltron/assets/img/project/pr3.jpg	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/img/project/pr3.jpg	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:07	140308/140308	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Jan%202025%2001:50:34%20GMT	https://cdn.bolvo.com/eltron/assets/img/project/pr4.jpg	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/img/project/pr4.jpg	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:07	113646/113646	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Dec%202024%2010:48:25%20GMT	https://cdn.bolvo.com/eltron/assets/img/project/pr5.jpg	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/img/project/pr5.jpg	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:08	416191/416191	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Jan%202025%2008:30:54%20GMT	https://cdn.bolvo.com/eltron/assets/img/expertice/ex1.jpg	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/img/expertice/ex1.jpg	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:08	386440/386440	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Dec%202024%2023:59:37%20GMT	https://cdn.bolvo.com/eltron/assets/img/expertice/ex2.jpg	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/img/expertice/ex2.jpg	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:08	424614/424614	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Dec%202024%2023:59:37%20GMT	https://cdn.bolvo.com/eltron/assets/img/expertice/ex3.jpg	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/img/expertice/ex3.jpg	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:08	145208/145208	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Dec%202024%2008:54:14%20GMT	https://cdn.bolvo.com/eltron/assets/img/background/tbg.jpg	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/img/background/tbg.jpg	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:08	12489/12489	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Dec%202024%2010:22:20%20GMT	https://cdn.bolvo.com/eltron/assets/img/testimonial/tst1.jpg	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/img/testimonial/tst1.jpg	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:09	53870/53870	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Dec%202024%2008:40:40%20GMT	https://cdn.bolvo.com/eltron/assets/img/blog/bp2.jpg	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/img/blog/bp2.jpg	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:09	78604/78604	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Dec%202024%2001:02:07%20GMT	https://cdn.bolvo.com/eltron/assets/img/blog/bp1.jpg	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/img/blog/bp1.jpg	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:09	3499/3499	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Dec%202024%2007:21:52%20GMT	https://cdn.bolvo.com/eltron/assets/img/logo/f-logo.png	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/img/logo/f-logo.png	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:09	84345/84345	---MCZ	200	added ('OK')	application/javascript	etag:%226785ebb3-14979%22	https://cdn.bolvo.com/eltron/assets/js/jquery.min.js	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/js/jquery.min.js	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:10	48944/48944	---MCZ	200	added ('OK')	application/javascript	etag:%2267867880-bf30%22	https://cdn.bolvo.com/eltron/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/js/bootstrap.min.js	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:10	19188/19188	---MCZ	200	added ('OK')	application/javascript	etag:%2267865f74-4af4%22	https://cdn.bolvo.com/eltron/assets/js/popper.min.js	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/js/popper.min.js	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:10	40401/40401	---MCZ	200	added ('OK')	application/javascript	etag:%2267865f74-9dd1%22	https://cdn.bolvo.com/eltron/assets/js/owl.carousel.min.js	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/js/owl.carousel.min.js	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:11	25893/25893	---MCZ	200	added ('OK')	application/javascript	etag:%226785ebb3-6525%22	https://cdn.bolvo.com/eltron/assets/js/jarallax.js	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/js/jarallax.js	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:11	20219/20219	---MCZ	200	added ('OK')	application/javascript	etag:%2267865f74-4efb%22	https://cdn.bolvo.com/eltron/assets/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/js/jquery.magnific-popup.min.js	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:11	2857/2857	---MCZ	200	added ('OK')	application/javascript	etag:%22675f6920-b29%22	https://cdn.bolvo.com/eltron/assets/js/appear.js	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/js/appear.js	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:12	5594/5594	---MCZ	200	added ('OK')	application/javascript	etag:%226785ebb3-15da%22	https://cdn.bolvo.com/eltron/assets/js/imagesloaded.pkgd.min.js	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/js/imagesloaded.pkgd.min.js	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:12	24103/24103	---MCZ	200	added ('OK')	application/javascript	etag:%2267865f74-5e27%22	https://cdn.bolvo.com/eltron/assets/js/masonry.pkgd.min.js	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/js/masonry.pkgd.min.js	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:13	18759/18759	---MCZ	200	added ('OK')	application/javascript	etag:%226785ebb3-4947%22	https://cdn.bolvo.com/eltron/assets/js/lightbox.js	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/js/lightbox.js	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:13	35445/35445	---MCZ	200	added ('OK')	application/javascript	etag:%226760107d-8a75%22	https://cdn.bolvo.com/eltron/assets/js/isotope.pkgd.min.js	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/js/isotope.pkgd.min.js	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:13	8044/8044	---MCZ	200	added ('OK')	application/javascript	etag:%226785ebb3-1f6c%22	https://cdn.bolvo.com/eltron/assets/js/waypoints.min.js	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/js/waypoints.min.js	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:14	1067/1067	---MCZ	200	added ('OK')	application/javascript	etag:%226785ebb3-42b%22	https://cdn.bolvo.com/eltron/assets/js/jquery.counterup.min.js	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/js/jquery.counterup.min.js	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:14	5698/5698	---MCZ	200	added ('OK')	application/javascript	etag:%226760107d-1642%22	https://cdn.bolvo.com/eltron/assets/js/tilt.jquery.min.js	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/js/tilt.jquery.min.js	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:14	7082/7082	---MCZ	200	added ('OK')	application/javascript	etag:%2267865f74-1baa%22	https://cdn.bolvo.com/eltron/assets/js/wow.min.js	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/js/wow.min.js	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:15	6946/6946	---MCZ	200	added ('OK')	application/javascript	etag:%2267865f75-1b22%22	https://cdn.bolvo.com/eltron/assets/js/script.js	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/js/script.js	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:15	25225/25225	---MCZ	200	added ('OK')	application/javascript	etag:%22675f6920-6289%22	https://cdn.bolvo.com/eltron/assets/js/gmap3.min.js	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/js/gmap3.min.js	(from https://cdn.bolvo.com/eltron/?storefront=envato-elements)
14:43:15	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Mar%202026%2005:43:16%20GMT	https://cdn.bolvo.com/eltron/assets/css/owl.video.play.png	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/css/owl.video.play.png	(from https://cdn.bolvo.com/eltron/assets/css/owl.carousel.css)
14:43:16	99704/99704	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%226765c168-18578%22	https://cdn.bolvo.com/eltron/assets/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/fonts/fa-brands-400.eot	(from https://cdn.bolvo.com/eltron/assets/css/fontawesome-all.css)
14:43:16	99704/99704	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%226765c168-18578%22	https://cdn.bolvo.com/eltron/assets/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/fonts/fa-brands-400d41d.eot	(from https://cdn.bolvo.com/eltron/assets/css/fontawesome-all.css)
14:43:16	55144/55144	---M--	200	added ('OK')	font/woff2	etag:%226786ea6c-d768%22	https://cdn.bolvo.com/eltron/assets/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/fonts/fa-brands-400.woff2	(from https://cdn.bolvo.com/eltron/assets/css/fontawesome-all.css)
14:43:16	64392/64392	---M--	200	added ('OK')	font/woff	etag:%226765c168-fb88%22	https://cdn.bolvo.com/eltron/assets/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/fonts/fa-brands-400.woff	(from https://cdn.bolvo.com/eltron/assets/css/fontawesome-all.css)
14:43:17	99468/99468	---M--	200	added ('OK')	application/octet-stream	etag:%22676f59eb-1848c%22	https://cdn.bolvo.com/eltron/assets/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/fonts/fa-brands-400.ttf	(from https://cdn.bolvo.com/eltron/assets/css/fontawesome-all.css)
14:43:17	511707/511707	---MCZ	200	added ('OK')	image/svg+xml	etag:%226786ea6c-7cedb%22	https://cdn.bolvo.com/eltron/assets/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/fonts/fa-brands-400.svg	(from https://cdn.bolvo.com/eltron/assets/css/fontawesome-all.css)
14:43:18	30788/30788	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%226765c168-7844%22	https://cdn.bolvo.com/eltron/assets/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/fonts/fa-regular-400.eot	(from https://cdn.bolvo.com/eltron/assets/css/fontawesome-all.css)
14:43:18	30788/30788	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%226765c168-7844%22	https://cdn.bolvo.com/eltron/assets/fonts/fa-regular-400.eot?	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/fonts/fa-regular-400d41d.eot	(from https://cdn.bolvo.com/eltron/assets/css/fontawesome-all.css)
14:43:18	12216/12216	---M--	200	added ('OK')	font/woff2	etag:%226762c464-2fb8%22	https://cdn.bolvo.com/eltron/assets/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/fonts/fa-regular-400.woff2	(from https://cdn.bolvo.com/eltron/assets/css/fontawesome-all.css)
14:43:18	14672/14672	---M--	200	added ('OK')	font/woff	etag:%226762c464-3950%22	https://cdn.bolvo.com/eltron/assets/fonts/fa-regular-400.woff	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/fonts/fa-regular-400.woff	(from https://cdn.bolvo.com/eltron/assets/css/fontawesome-all.css)
14:43:19	30560/30560	---M--	200	added ('OK')	application/octet-stream	etag:%226787039b-7760%22	https://cdn.bolvo.com/eltron/assets/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/fonts/fa-regular-400.ttf	(from https://cdn.bolvo.com/eltron/assets/css/fontawesome-all.css)
14:43:20	103937/103937	---MCZ	200	added ('OK')	image/svg+xml	etag:%226787039a-19601%22	https://cdn.bolvo.com/eltron/assets/fonts/fa-regular-400.svg	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/fonts/fa-regular-400.svg	(from https://cdn.bolvo.com/eltron/assets/css/fontawesome-all.css)
14:43:20	115148/115148	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%22678728ab-1c1cc%22	https://cdn.bolvo.com/eltron/assets/fonts/fa-solid-900.eot	C:/My%20Web%20Sites/smart%20link%20website%20temp1/cdn.bolvo.com/eltron/assets/fonts/fa-solid-900.eot	(from https://cdn.bolvo.com/eltron/assets/css/fontawesome-all.css)
